,offset
2498,35634
2499,36545
2500,35916
2501,35406
2502,36283
2503,35337
2504,36215
2505,36514
2506,36758
2507,35716
2508,36643
2509,36160
2510,36368
2511,35983
2512,36092
2513,36709
2514,35920
2515,36199
2516,35408
2517,36496
2518,35874
2519,36495
2520,35861
2521,36720
2522,35476
2523,36079
2524,36738
2525,35635
2526,35802
2527,36965
2528,35375
2529,35596
2530,36225
2531,35637
2532,36795
2533,35423
2534,36663
2535,36541
2536,36338
2537,35236
2538,36562
2539,35803
2540,35753
2541,36966
2542,35357
2543,35594
2544,35587
2545,35581
2546,35780
2547,35851
2548,35636
2549,36223
2550,36022
2551,35092
2552,35370
2553,37018
2554,35331
2555,37028
2556,35582
2557,35527
2558,35467
2559,35209
2560,36706
2561,36251
2562,36165
2563,36331
2564,35471
2565,36177
2566,35944
2567,36531
2568,36850
2569,35556
2570,36247
2571,35350
2572,36199
2573,36008
2574,35866
2575,36522
2576,35466
2577,35234
2578,36345
2579,36979
2580,35223
2581,35378
2582,36675
2583,36431
2584,35182
2585,35126
2586,36593
2587,35895
2588,35848
2589,35919
2590,36462
2591,35346
2592,36275
2593,36287
2594,35329
2595,36442
2596,36167
2597,36183
2598,35216
2599,36964
2600,35559
2601,36805
2602,35846
2603,35350
2604,35650
2605,35479
2606,36420
2607,36537
2608,35878
2609,35795
2610,36599
2611,36782
2612,35430
2613,35526
2614,35674
2615,36517
2616,35359
2617,35777
2618,36072
2619,36161
2620,35662
2621,35246
2622,36118
2623,36759
2624,35677
2625,35492
2626,36509
2627,36014
2628,35109
2629,35659
2630,36704
2631,36724
2632,36339
2633,36278
2634,35276
2635,36324
2636,35828
2637,36610
2638,35973
2639,35587
2640,36331
2641,35184
2642,35171
2643,36761
2644,36665
2645,35711
2646,35392
2647,36728
2648,35336
2649,37024
2650,36955
2651,36353
2652,36748
2653,35276
2654,35295
2655,36813
2656,35956
2657,36362
2658,36266
2659,35568
2660,36590
2661,35490
2662,36097
2663,36104
2664,35877
2665,35313
2666,36933
2667,36920
2668,36514
2669,35499
2670,36742
2671,37004
2672,35851
2673,36418
2674,36955
2675,36124
2676,35339
2677,36731
2678,36531
2679,36249
2680,35586
2681,36549
2682,35072
2683,36534
2684,35312
2685,36721
2686,35477
2687,36628
2688,36217
2689,35839
2690,36422
2691,36052
2692,36181
2693,36321
2694,35537
2695,35613
2696,35142
2697,36372
2698,35408
2699,36440
2700,36438
2701,36951
2702,36200
2703,36094
2704,35542
2705,36816
2706,35905
2707,37046
2708,35625
2709,36639
2710,36420
2711,35927
2712,35881
2713,35622
2714,36076
2715,35265
2716,36435
2717,36766
2718,36772
2719,35330
2720,35447
2721,36210
2722,35097
2723,35994
2724,36608
2725,35156
2726,36065
2727,35503
2728,35871
2729,36750
2730,36560
2731,36168
2732,36749
2733,36958
2734,35753
2735,36924
2736,35563
2737,35257
2738,35222
2739,36453
2740,36593
2741,35152
2742,36798
2743,35930
2744,36772
2745,35969
2746,35451
2747,37024
2748,35419
2749,36284
2750,36093
2751,35454
2752,36800
2753,36108
2754,35853
2755,36133
2756,35803
2757,35468
2758,35541
2759,35801
2760,36413
2761,36862
2762,36265
2763,36615
2764,36656
2765,35197
2766,35763
2767,36920
2768,35171
2769,36003
2770,35155
2771,36773
2772,36315
2773,35427
2774,36890
2775,35367
2776,36813
2777,36921
2778,36987
2779,35649
2780,36025
2781,35153
2782,36259
2783,36091
2784,35197
2785,36838
2786,36776
2787,36223
2788,35876
2789,35253
2790,35884
2791,36696
2792,36113
2793,36789
2794,36237
2795,36388
2796,35682
2797,35872
2798,35613
2799,36919
2800,35786
2801,36028
2802,37033
2803,36979
2804,35165
2805,36195
2806,37005
2807,36928
2808,36850
2809,36042
2810,35100
2811,35939
2812,35688
2813,36270
2814,36598
2815,35714
2816,36693
2817,35370
2818,36285
2819,36271
2820,36203
2821,36807
2822,35633
2823,35199
2824,36836
2825,36308
2826,36677
2827,36684
2828,36653
2829,35804
2830,35915
2831,35865
2832,36129
2833,36684
2834,35113
2835,36243
2836,36256
2837,35297
2838,35140
2839,36240
2840,36149
2841,35094
2842,35271
2843,36912
2844,35745
2845,35754
2846,36975
2847,35819
2848,36601
2849,36193
2850,35135
2851,36370
2852,35823
2853,36258
2854,35216
2855,36058
2856,36900
2857,36364
2858,35236
2859,36799
2860,36170
2861,35978
2862,35750
2863,36089
2864,36947
2865,36724
2866,36179
2867,35071
2868,36954
2869,35394
2870,36928
2871,35730
2872,35804
2873,35503
2874,35364
2875,36900
2876,36253
2877,35368
2878,36272
2879,35285
2880,35892
2881,35714
2882,36840
2883,36106
2884,35926
2885,36747
2886,35802
2887,35764
2888,36809
2889,35597
2890,36311
2891,35819
2892,35142
2893,36521
2894,35194
2895,36636
2896,36356
2897,35570
2898,36744
2899,36683
2900,35608
2901,36610
2902,37049
2903,35878
2904,36192
2905,35646
2906,36240
2907,36674
2908,36331
2909,35235
2910,35218
2911,36516
2912,35413
2913,36917
2914,36982
2915,37015
2916,35612
2917,35912
2918,35235
2919,35323
2920,35643
2921,36193
2922,36552
2923,36377
2924,35603
2925,35545
2926,35496
2927,35267
2928,35632
2929,36543
2930,36048
2931,35161
2932,36575
2933,36113
2934,35682
2935,36677
2936,36853
2937,36725
2938,37063
2939,35482
2940,36748
2941,36178
2942,35218
2943,36192
2944,35711
2945,35760
2946,36961
2947,35671
2948,36825
2949,36122
2950,35337
2951,35137
2952,35970
2953,36732
2954,35810
2955,36701
2956,36595
2957,35141
2958,35123
2959,35711
2960,35920
2961,36600
2962,35400
2963,36881
2964,36205
2965,35148
2966,36512
2967,36269
2968,36502
2969,36424
2970,36354
2971,36852
2972,36141
2973,35934
2974,35442
2975,37057
2976,36914
2977,35469
2978,35541
2979,35300
2980,36268
2981,35331
2982,37059
2983,36266
2984,36101
2985,35315
2986,36542
2987,35610
2988,36003
2989,35467
2990,36665
2991,35178
2992,35804
2993,37035
2994,35999
2995,35750
2996,36963
2997,37039
2998,36323
2999,36546
3000,35791
3001,35515
3002,36960
3003,36974
3004,36366
3005,35084
3006,35093
3007,36065
3008,35131
3009,35401
3010,35583
3011,36905
3012,36195
3013,35146
3014,35083
3015,35536
3016,36631
3017,36882
3018,35238
3019,36138
3020,36738
3021,35419
3022,35136
3023,37002
3024,36146
3025,35475
3026,35493
3027,35972
3028,35656
3029,35562
3030,36069
3031,36101
3032,35825
3033,35730
3034,35867
3035,36999
3036,36403
3037,35215
3038,35464
3039,36282
3040,35436
3041,35449
3042,36466
3043,36341
3044,35673
3045,37021
3046,36975
3047,36255
3048,35937
3049,36321
3050,36035
3051,35809
3052,35112
3053,36063
3054,35107
3055,36969
3056,35279
3057,36414
3058,36346
3059,36248
3060,36425
3061,36334
3062,37015
3063,36797
3064,35950
3065,36759
3066,36514
3067,36257
3068,35768
3069,35759
3070,35216
3071,36389
3072,35925
3073,35464
3074,36501
3075,36118
3076,36712
3077,36077
3078,37014
3079,36789
3080,36769
3081,36310
3082,36219
3083,36417
3084,36192
3085,36989
3086,36091
3087,36816
3088,36043
3089,36293
3090,36458
3091,36577
3092,36244
3093,36918
3094,36820
3095,36637
3096,35986
3097,36301
3098,36029
3099,35403
3100,36769
3101,35614
3102,36448
3103,36743
3104,36139
3105,35682
3106,36218
3107,36631
3108,36715
3109,35876
3110,36308
3111,36170
3112,35595
3113,35588
3114,35700
3115,35095
3116,36303
3117,36616
3118,35158
3119,36666
3120,36002
3121,36002
3122,36891
3123,35793
3124,35540
3125,36105
3126,35974
3127,35493
3128,36497
3129,36039
3130,36960
3131,35752
3132,36490
3133,36346
3134,35361
3135,35851
3136,36831
3137,35960
3138,35176
3139,36379
3140,35292
3141,35794
3142,36849
3143,36672
3144,36939
3145,35081
3146,35588
3147,36603
3148,36173
3149,36584
3150,35175
3151,35692
3152,35840
3153,35095
3154,35729
3155,35757
3156,35697
3157,36271
3158,36863
3159,36676
3160,36752
3161,36847
3162,35166
3163,35492
3164,36532
3165,35232
3166,35738
3167,35310
3168,36440
3169,36746
3170,36386
3171,35200
3172,35327
3173,36664
3174,36479
3175,35667
3176,37030
3177,35903
3178,36309
3179,35762
3180,35541
3181,35120
3182,37035
3183,36384
3184,36499
3185,36477
3186,35439
3187,36612
3188,36634
3189,36614
3190,36097
3191,36600
3192,36240
3193,36377
3194,35814
3195,35684
3196,35666
3197,35839
3198,35926
3199,36963
3200,36143
3201,37057
3202,36010
3203,36725
3204,36839
3205,36822
3206,35216
3207,36990
3208,35472
3209,35899
3210,36985
3211,35539
3212,36309
3213,35151
3214,36329
3215,35558
3216,36354
3217,35524
3218,35563
3219,36525
3220,35873
3221,35841
3222,35495
3223,36338
3224,35376
3225,36539
3226,35677
3227,36588
3228,36537
3229,36865
3230,35802
3231,35067
3232,36524
3233,36507
3234,36472
3235,35694
3236,35974
3237,36084
3238,35414
3239,36447
3240,35364
3241,35128
3242,35824
3243,35959
3244,36199
3245,35765
3246,36855
3247,36705
3248,36116
3249,36067
3250,35715
3251,36988
3252,36301
3253,35293
3254,36260
3255,36387
3256,35663
3257,36724
3258,36187
3259,36422
3260,35630
3261,35944
3262,35088
3263,36789
3264,35701
3265,36605
3266,35242
3267,36373
3268,36072
3269,35300
3270,36091
3271,35516
3272,36847
3273,36305
3274,36596
3275,36382
3276,36599
3277,37058
3278,36963
3279,35607
3280,35959
3281,35828
3282,36671
3283,35537
3284,35176
3285,35274
3286,36287
3287,36120
3288,36118
3289,36112
3290,35398
3291,35330
3292,35663
3293,36954
3294,35163
3295,36876
3296,35204
3297,35511
3298,35071
3299,36442
3300,35191
3301,35931
3302,36563
3303,36530
3304,36810
3305,35108
3306,35200
3307,35177
3308,35083
3309,35136
3310,36166
3311,35759
3312,35746
3313,36672
3314,35103
3315,36317
3316,35083
3317,36209
3318,35497
3319,36025
3320,35474
3321,35610
3322,35669
3323,36256
3324,36192
3325,36133
3326,35579
3327,36885
3328,35543
3329,35439
3330,35496
3331,35866
3332,36881
3333,35187
3334,35553
3335,37051
3336,36202
3337,36499
3338,35991
3339,35137
3340,35743
3341,35734
3342,35898
3343,35310
3344,35097
3345,36217
3346,35443
3347,36100
3348,36376
3349,35256
3350,36624
3351,35443
3352,35512
3353,35525
3354,35426
3355,35687
3356,36919
3357,36715
3358,35265
3359,35185
3360,36692
3361,35707
3362,36863
3363,36552
3364,35364
3365,35193
3366,36770
3367,35972
3368,35372
3369,35537
3370,35153
3371,36596
3372,35651
3373,37034
3374,35770
3375,35184
3376,36272
3377,35247
3378,35971
3379,35475
3380,36690
3381,35531
3382,36426
3383,35444
3384,35309
3385,35182
3386,35479
3387,35175
3388,36593
3389,36556
3390,35302
3391,35244
3392,37015
3393,36675
3394,36727
3395,36585
3396,35515
3397,36986
3398,35650
3399,36527
3400,35581
3401,36144
3402,35930
3403,36849
3404,35574
3405,36544
3406,35131
3407,36547
3408,35580
3409,36631
3410,35463
3411,35732
3412,35781
3413,35796
3414,35995
3415,36630
3416,36855
3417,36954
3418,36415
3419,36841
3420,36325
3421,35848
3422,36835
3423,36455
3424,35856
3425,35248
3426,35937
3427,36973
3428,35565
3429,36768
3430,36765
3431,36067
3432,36861
3433,35768
3434,36930
3435,35430
3436,36303
3437,36394
3438,35298
3439,35555
3440,35213
3441,36647
3442,36698
3443,35959
3444,36878
3445,35632
3446,36155
3447,35687
3448,36950
3449,37054
3450,36971
3451,35751
3452,36610
3453,36768
3454,35823
3455,35903
3456,35999
3457,35811
3458,35785
3459,35711
3460,35876
3461,37027
3462,36030
3463,36112
3464,35100
3465,35823
3466,35325
3467,35684
3468,35409
3469,35683
3470,36225
3471,35324
3472,36850
3473,36188
3474,36521
3475,36553
3476,35371
3477,35406
3478,36002
3479,36385
3480,36349
3481,35376
3482,35341
3483,35394
3484,35228
3485,36729
3486,36318
3487,35584
3488,35547
3489,35793
3490,36386
3491,35710
3492,35416
3493,35632
3494,36817
3495,36033
3496,35699
3497,35223
3498,35942
3499,35380
3500,36191
3501,35788
3502,36880
3503,35985
3504,36941
3505,35285
3506,36795
3507,35384
3508,36466
3509,35711
3510,35206
3511,36468
3512,35447
3513,36047
3514,36159
3515,35136
3516,35160
3517,36552
3518,37020
3519,35457
3520,36395
3521,35794
3522,36571
3523,37036
3524,35814
3525,36104
3526,36978
3527,36847
3528,35792
3529,36822
3530,36808
3531,36666
3532,36096
3533,36349
3534,36724
3535,36428
3536,35832
3537,35765
3538,36404
3539,35311
3540,35443
3541,37007
3542,35833
3543,35131
3544,35619
3545,36877
3546,36322
3547,36522
3548,37041
3549,36700
3550,35495
3551,35192
3552,35570
3553,36780
3554,36801
3555,35688
3556,35734
3557,36218
3558,35890
3559,35565
3560,35801
3561,36646
3562,35166
3563,35539
3564,36993
3565,35660
3566,36493
3567,36229
3568,35078
3569,35465
3570,35263
3571,37063
3572,35342
3573,35521
3574,35820
3575,36101
3576,36888
3577,35610
3578,35353
3579,35397
3580,35532
3581,35219
3582,35702
3583,36239
3584,36110
3585,36107
3586,36910
3587,36886
3588,36169
3589,36294
3590,36915
3591,36833
3592,36174
3593,36681
3594,35949
3595,36831
3596,36849
3597,35964
3598,36254
3599,36113
3600,36037
3601,35439
3602,36114
3603,36834
3604,35793
3605,35465
3606,35951
3607,36712
3608,35216
3609,35632
3610,35485
3611,35533
3612,36627
3613,35356
3614,35338
3615,36647
3616,35491
3617,35108
3618,35400
3619,36059
3620,35808
3621,35441
3622,35165
3623,36669
3624,35802
3625,35233
3626,36313
3627,35551
3628,36453
3629,36490
3630,36841
3631,35497
3632,35243
3633,35968
3634,36383
3635,36408
3636,35467
3637,36297
3638,35766
3639,35402
3640,36242
3641,36480
3642,36781
3643,36776
3644,36438
3645,36512
3646,36968
3647,35101
3648,35510
3649,35712
3650,36887
3651,36048
3652,36195
3653,35139
3654,36910
3655,35172
3656,36812
3657,35816
3658,36088
3659,36210
3660,35780
3661,35342
3662,36064
3663,35204
3664,36111
3665,35717
3666,36425
3667,36583
3668,36976
3669,36226
3670,36436
3671,35703
3672,36304
3673,35715
3674,36888
3675,36670
3676,36238
3677,35248
3678,36049
3679,35757
3680,35916
3681,36807
3682,35211
3683,35601
3684,35193
3685,36413
3686,36387
3687,36824
3688,35726
3689,35104
3690,35434
3691,36925
3692,35735
3693,35527
3694,35706
3695,35602
3696,36773
3697,36739
3698,35581
3699,36845
3700,35692
3701,37014
3702,36063
3703,35916
3704,37012
3705,35089
3706,35668
3707,35397
3708,36362
3709,35660
3710,35164
3711,35302
3712,35948
3713,35946
3714,36963
3715,36320
3716,35510
3717,35634
3718,35795
3719,36638
3720,36404
3721,36537
3722,36223
3723,36077
3724,36244
3725,35641
3726,36311
3727,35589
3728,36448
3729,35418
3730,35725
3731,35357
3732,35785
3733,35258
3734,35878
3735,35795
3736,36134
3737,36589
3738,36226
3739,36491
3740,36854
3741,35458
3742,35875
3743,35985
3744,35372
3745,36770
3746,36050
3747,37053
3748,36494
3749,35562
3750,35142
3751,36560
3752,36375
3753,35572
3754,35226
3755,36582
3756,35209
3757,35143
3758,36128
3759,36103
3760,36030
3761,36232
3762,36056
3763,36497
3764,35735
3765,36943
3766,36130
3767,36693
3768,35414
3769,36218
3770,36515
3771,36083
3772,35879
3773,35092
3774,35855
3775,36196
3776,36548
3777,36216
3778,36766
3779,36584
3780,35987
3781,35403
3782,36280
3783,36270
3784,35829
3785,35170
3786,36786
3787,36551
3788,35819
3789,36747
3790,35787
3791,35961
3792,35551
3793,36473
3794,36385
3795,36421
3796,36184
3797,35686
3798,36808
3799,35245
3800,35969
3801,36617
3802,36850
3803,35796
3804,35464
3805,35395
3806,35340
3807,35970
3808,36970
3809,36770
3810,35157
3811,37019
3812,35810
3813,36226
3814,35755
3815,37051
3816,36720
3817,35420
3818,36229
3819,36069
3820,36044
3821,35082
3822,36244
3823,35544
3824,36876
3825,36860
3826,36313
3827,35186
3828,35974
3829,36405
3830,35399
3831,36108
3832,35491
3833,35884
3834,36019
3835,35317
3836,35709
3837,35601
3838,35348
3839,35411
3840,35740
3841,35334
3842,35434
3843,36714
3844,36932
3845,36583
3846,36329
3847,36150
3848,35696
3849,35544
3850,36200
3851,36512
3852,35940
3853,36023
3854,36002
3855,36110
3856,36195
3857,35702
3858,35412
3859,36129
3860,36325
3861,36103
3862,37021
3863,35697
3864,36277
3865,36790
3866,36677
3867,35488
3868,35643
3869,36444
3870,35381
3871,36462
3872,35078
3873,36730
3874,35762
3875,35308
3876,35936
3877,35843
3878,36525
3879,36405
3880,36115
3881,36569
3882,35431
3883,36330
3884,36882
3885,35965
3886,35985
3887,36733
3888,36157
3889,35970
3890,35809
3891,36775
3892,35487
3893,35175
3894,35239
3895,36543
3896,35284
3897,35264
3898,36167
3899,35858
3900,35346
3901,35973
3902,35878
3903,35437
3904,36037
3905,35984
3906,36133
3907,36811
3908,36280
3909,35139
3910,36267
3911,35462
3912,37004
3913,37063
3914,36274
3915,35986
3916,36065
3917,35863
3918,35660
3919,36934
3920,35779
3921,36653
3922,36613
3923,35420
3924,36789
3925,36289
3926,35624
3927,35434
3928,36862
3929,36653
3930,35121
3931,36204
3932,35189
3933,36700
3934,36440
3935,35197
3936,37062
3937,36965
3938,36191
3939,35535
3940,35977
3941,36805
3942,35718
3943,35969
3944,35751
3945,36885
3946,36592
3947,35273
3948,35860
3949,35175
3950,36595
3951,36024
3952,35634
3953,36970
3954,35903
3955,36017
3956,35743
3957,36104
3958,35261
3959,35401
3960,35886
3961,36173
3962,36838
3963,35939
3964,36874
3965,36883
3966,36321
3967,36582
3968,36818
3969,36043
3970,36100
3971,35370
3972,35719
3973,35363
3974,35781
3975,37054
3976,35346
3977,36316
3978,35461
3979,35525
3980,36676
3981,36725
3982,35507
3983,36881
3984,35994
3985,36395
3986,36861
3987,35383
3988,35276
3989,36496
3990,35275
3991,35935
3992,35172
3993,35993
3994,35375
3995,35832
3996,36212
3997,35723
3998,36985
3999,35638
4000,35880
4001,35094
4002,35858
4003,36062
4004,36532
4005,35977
4006,35682
4007,36582
4008,36523
4009,35685
4010,36383
4011,36255
4012,35857
4013,35706
4014,36804
4015,36607
4016,35658
4017,35421
4018,35270
4019,36067
4020,35433
4021,35977
4022,35379
4023,36004
4024,35281
4025,36167
4026,35317
4027,36163
4028,35717
4029,35712
4030,36752
4031,36077
4032,37013
4033,36451
4034,36209
4035,36979
4036,36366
4037,35763
4038,36547
4039,36255
4040,35719
4041,36216
4042,36278
4043,36701
4044,36012
4045,35727
4046,36057
4047,36480
4048,35872
4049,36752
4050,36163
4051,36923
4052,35511
4053,35405
4054,35558
4055,36163
4056,35474
4057,36823
4058,36282
4059,36976
4060,35567
4061,35170
4062,36663
4063,35722
4064,36919
4065,36334
4066,36620
4067,35191
4068,35737
4069,35924
4070,36995
4071,35125
4072,35770
4073,35801
4074,35805
4075,36294
4076,36284
4077,36869
4078,36418
4079,36852
4080,35902
4081,35493
4082,36676
4083,36912
4084,36813
4085,35656
4086,36922
4087,35524
4088,35707
4089,35878
4090,36495
4091,35852
4092,36436
4093,36649
4094,35424
4095,35082
4096,35861
4097,36398
4098,36912
4099,37048
4100,37030
4101,35782
4102,36302
4103,36669
4104,36662
4105,36325
4106,36784
4107,36896
4108,35520
4109,35544
4110,35199
4111,36750
4112,36317
4113,35720
4114,35852
4115,35482
4116,36520
4117,36849
4118,35666
4119,35261
4120,35953
4121,35073
4122,36720
4123,35783
4124,35255
4125,36720
4126,35900
4127,37014
4128,35378
4129,35293
4130,36157
4131,36684
4132,36565
4133,36740
4134,35432
4135,36608
4136,35762
4137,35360
4138,35834
4139,35959
4140,35731
4141,36175
4142,36849
4143,36371
4144,36999
4145,36500
4146,36135
4147,37058
4148,35632
4149,36994
4150,36985
4151,35492
4152,35462
4153,35389
4154,35402
4155,37051
4156,36166
4157,35393
4158,37039
4159,37047
4160,35365
4161,35310
4162,35970
4163,36262
4164,36134
4165,35331
4166,35948
4167,35339
4168,36805
4169,35748
4170,36307
4171,36690
4172,36565
4173,36503
4174,36459
4175,35714
4176,36282
4177,35345
4178,35107
4179,35799
4180,36660
4181,35421
4182,35528
4183,35546
4184,36484
4185,36082
4186,36278
4187,36065
4188,35135
4189,36954
4190,36399
4191,35248
4192,35338
4193,36156
4194,36025
4195,36221
4196,35357
4197,35493
4198,35803
4199,36516
4200,35347
4201,35638
4202,36895
4203,36581
4204,35778
4205,35197
4206,35850
4207,36038
4208,35126
4209,36148
4210,36010
4211,36882
4212,35468
4213,36537
4214,35558
4215,35487
4216,36476
4217,36925
4218,36697
4219,35075
4220,36544
4221,36492
4222,35687
4223,35151
4224,35611
4225,36743
4226,36127
4227,35452
4228,35212
4229,36697
4230,35281
4231,36730
4232,36710
4233,36644
4234,36820
4235,35290
4236,36840
4237,35884
4238,35744
4239,35279
4240,35977
4241,36536
4242,36970
4243,36246
4244,36135
4245,36519
4246,36400
4247,36053
4248,36431
4249,35639
4250,35357
4251,35948
4252,35825
4253,36392
4254,35779
4255,36974
4256,36602
4257,35850
4258,35907
4259,35958
4260,35818
4261,37042
4262,36189
4263,36955
4264,35486
4265,35465
4266,35198
4267,35361
4268,35552
4269,35556
4270,35107
4271,35558
4272,36436
4273,35871
4274,36000
4275,36671
4276,36327
4277,35967
4278,36227
4279,35260
4280,35175
4281,35417
4282,36734
4283,36745
4284,36742
4285,36144
4286,35080
4287,35155
4288,35946
4289,36814
4290,36674
4291,35635
4292,35915
4293,35336
4294,36825
4295,35547
4296,36488
4297,36645
4298,36417
4299,35831
4300,36920
4301,35914
4302,36660
4303,35765
4304,36263
4305,36595
4306,35161
4307,36101
4308,35995
4309,35329
4310,36475
4311,36948
4312,36136
4313,35810
4314,36262
4315,35188
4316,35780
4317,35305
4318,36787
4319,36830
4320,35567
4321,36366
4322,36374
4323,35320
4324,35959
4325,37012
4326,35369
4327,36714
4328,35104
4329,35813
4330,35331
4331,35373
4332,35655
4333,35115
4334,36032
4335,36371
4336,35119
4337,36054
4338,35202
4339,36601
4340,36696
4341,36272
4342,35947
4343,35253
4344,36027
4345,36179
4346,36299
4347,36091
4348,35263
4349,35328
4350,36168
4351,36801
4352,36445
4353,36512
4354,36998
4355,35871
4356,36382
4357,36297
4358,36180
4359,37013
4360,35904
4361,35560
4362,36932
4363,36136
4364,35842
4365,36043
4366,36770
4367,36567
4368,35714
4369,35961
4370,35304
4371,35202
4372,35496
4373,36277
4374,36316
4375,36838
4376,36493
4377,35821
4378,35278
4379,35261
4380,35791
4381,35281
4382,36873
4383,36921
4384,35466
4385,35292
4386,36477
4387,36404
4388,36275
4389,35244
4390,35072
4391,36114
4392,35949
4393,36931
4394,37040
4395,35545
4396,35252
4397,35694
4398,36063
4399,36317
4400,35191
4401,36239
4402,35943
4403,36212
4404,35675
4405,35867
4406,36351
4407,35148
4408,36437
4409,36284
4410,35124
4411,35631
4412,36926
4413,36335
4414,36044
4415,35961
4416,35513
4417,35615
4418,36927
4419,36845
4420,35723
4421,36651
4422,37053
4423,37008
4424,36043
4425,35969
4426,36158
4427,35177
4428,35615
4429,36117
4430,35420
4431,36591
4432,36511
4433,35961
4434,35997
4435,35670
4436,36263
4437,36273
4438,35438
4439,35722
4440,36109
4441,37058
4442,36413
4443,35879
4444,36620
4445,37045
4446,36430
4447,36483
4448,35912
4449,36468
4450,36211
4451,36287
4452,35880
4453,36042
4454,36605
4455,36355
4456,35516
4457,35692
4458,35100
4459,35194
4460,35367
4461,36075
4462,37057
4463,36747
4464,36893
4465,35302
4466,36758
4467,35801
4468,35595
4469,36796
4470,36782
4471,35698
4472,36682
4473,36173
4474,36865
4475,35685
4476,35348
4477,35283
4478,36092
4479,35347
4480,35997
4481,36807
4482,35142
4483,35977
4484,36026
4485,36559
4486,36231
4487,36929
4488,35732
4489,36174
4490,35825
4491,35321
4492,36521
4493,37064
4494,35094
4495,36166
4496,35477
4497,36641
4498,35615
4499,36339
4500,36724
4501,35197
4502,36672
4503,36011
4504,35645
4505,35089
4506,36389
4507,35609
4508,36549
4509,37034
4510,36092
4511,36481
4512,35109
4513,36223
4514,35887
4515,35294
4516,35265
4517,36468
4518,35724
4519,36304
4520,36334
4521,36370
4522,36489
4523,36474
4524,36238
4525,36965
4526,36882
4527,35981
4528,35252
4529,36316
4530,36085
4531,36149
4532,35768
4533,36271
4534,36854
4535,36456
4536,35154
4537,35449
4538,35412
4539,35178
4540,36328
4541,35303
4542,36716
4543,35152
4544,35305
4545,36201
4546,36149
4547,35689
4548,36607
4549,36671
4550,35475
4551,35396
4552,36157
4553,35372
4554,35531
4555,36837
4556,35510
4557,35248
4558,36096
4559,35787
4560,36904
4561,36478
4562,36786
4563,36217
4564,35956
4565,35611
4566,36323
4567,35340
4568,35650
4569,36248
4570,36728
4571,35573
4572,35207
4573,36818
4574,36285
4575,35607
4576,35181
4577,36975
4578,35109
4579,35949
4580,36316
4581,37041
4582,35643
4583,36792
4584,36037
4585,35929
4586,35958
4587,36786
4588,36722
4589,35204
4590,35444
4591,35504
4592,36637
4593,36455
4594,35134
4595,36971
4596,36369
4597,36751
4598,36616
4599,35944
4600,37017
4601,36803
4602,35913
4603,35791
4604,36991
4605,35791
4606,36112
4607,36930
4608,35368
4609,35431
4610,36681
4611,35527
4612,35534
4613,36723
4614,36994
4615,35186
4616,35813
4617,35202
4618,36841
4619,35979
4620,35724
4621,36732
4622,35510
4623,35513
4624,35592
4625,35382
4626,36480
4627,36890
4628,36508
4629,36131
4630,35846
4631,35284
4632,36043
4633,36467
4634,36564
4635,36905
4636,36969
4637,36665
4638,36318
4639,35068
4640,36031
4641,35704
4642,35602
4643,36655
4644,36689
4645,36501
4646,35661
4647,36904
4648,35492
4649,36699
4650,35336
4651,36477
4652,36368
4653,35844
4654,36422
4655,35136
4656,36677
4657,36638
4658,35848
4659,36001
4660,36161
4661,36836
4662,35114
4663,35334
4664,35539
4665,36820
4666,36075
4667,36386
4668,35267
4669,36879
4670,35671
4671,36501
4672,36344
4673,35958
4674,35476
4675,36121
4676,35748
4677,35266
4678,35574
4679,35561
4680,36071
4681,36242
4682,35302
4683,35429
4684,36081
4685,35799
4686,36512
4687,36382
4688,36995
4689,36283
4690,36364
4691,36895
4692,36344
4693,35952
4694,35884
4695,36198
4696,37055
4697,35928
4698,36779
4699,36610
4700,35113
4701,36346
4702,35882
4703,37001
4704,36844
4705,35354
4706,35936
4707,35325
4708,35189
4709,35663
4710,35860
4711,36327
4712,35945
4713,36372
4714,35260
4715,35477
4716,36290
4717,35620
4718,36045
4719,36284
4720,35929
4721,35606
4722,36106
4723,36764
4724,36636
4725,35283
4726,35732
4727,36667
4728,36997
4729,35378
4730,36214
4731,36527
4732,36166
4733,36666
4734,35596
4735,36997
4736,36441
4737,36912
4738,36452
4739,35115
4740,36215
4741,36418
4742,36566
4743,36929
4744,35263
4745,36642
4746,35824
4747,35995
4748,35607
4749,36601
4750,35258
4751,35646
4752,35349
4753,36709
4754,35238
4755,35897
4756,36509
4757,37053
4758,35844
4759,35122
4760,36045
4761,36258
4762,36537
4763,35331
4764,36652
4765,36634
4766,36212
4767,37052
4768,35866
4769,36072
4770,36706
4771,36788
4772,36645
4773,35542
4774,36108
4775,35122
4776,35835
4777,36710
4778,35191
4779,35905
4780,36295
4781,35237
4782,35576
4783,36442
4784,35146
4785,36910
4786,35995
4787,35236
4788,35666
4789,36315
4790,35146
4791,35776
4792,36640
4793,35151
4794,35204
4795,35214
4796,36760
4797,35157
4798,36262
4799,35693
4800,35790
4801,35695
4802,35250
4803,36165
4804,36028
4805,36336
4806,35797
4807,36806
4808,35734
4809,36818
4810,36639
4811,35415
4812,36883
4813,36350
4814,35792
4815,36860
4816,36142
4817,35576
4818,35735
4819,36299
4820,35541
4821,35573
4822,36364
4823,36646
4824,36501
4825,35510
4826,35701
4827,37024
4828,35691
4829,36767
